Código municipio,Municipio,Año,Población,Edad media,Población 0-19,% población 0-19,Población 20+,% población 20+,Población 65+,% población 65+,Extranjeros,% extranjeros,Hogares (ref. 2021),Renta neta media por persona (€),Renta neta media por hogar (€),Paro registrado por 100 habitantes,Afiliados Seguridad Social,Empresas / unidades productivas,Precio compra oficial €/m²,Alquiler oficial mensual (€),Viviendas totales (ref. 2021),Viviendas vacías (ref. 2021),% viviendas vacías,Bares,Discotecas,Unidades ocio-hostelería (proxy oficial),% unidades ocio-hostelería,Hospitales,Centros de salud,Centros sanitarios totales,Comisarías,Parques / estaciones de bomberos,Centros educativos,Centros educativos públicos,Centros educativos privados,Estaciones Metro,Estaciones Cercanías,Estaciones Metro Ligero,Nodos ferroviarios (proxy),Paradas de autobús,Marquesinas,Total líneas,Líneas interurbanas,Zonas verdes oficiales (ha),Superficie urbana sin edificar - proxy verde (ha),% superficie urbana sin edificar,Unidades urbanas de uso comercial,% unidades urbanas de uso comercial,Iluminación / radiancia nocturna,Puntos luz por 1000hab,Superficie parcelas urbanas total (ha),Superficie urbana edificada (ha),Superficie urbana sin edificar (ha),% unidades de suelo vacante,% unidades residenciales,% unidades industriales,% unidades de oficinas,Delitos_totales,Delitos_día,Delitos_noche,Indice_criminal_ponderado,Indice_día_ponderado,Indice_noche_ponderado,Delitos_totales_por_10000_hab,Indice_criminal_ponderado_por_10000_hab,Delitos_día_por_10000_hab,Delitos_noche_por_10000_hab,Afiliados Seguridad Social_por_100_hab,Empresas / unidades productivas_por_1000_hab,Bares_por_1000_hab,Discotecas_por_10000_hab,Hospitales_por_100000_hab,Centros de salud_por_10000_hab,Comisarías_por_100000_hab,Parques / estaciones de bomberos_por_100000_hab,Centros educativos_por_10000_hab,Estaciones Metro_por_100000_hab,Estaciones Cercanías_por_100000_hab,Estaciones Metro Ligero_por_100000_hab,Nodos ferroviarios (proxy)_por_100000_hab,Paradas de autobús_por_10000_hab,Marquesinas_por_10000_hab,Unidades urbanas de uso comercial_por_1000_hab,Zonas_verdes_m2_por_hab,Bares_por_ha_urbana,Discotecas_por_ha_urbana,Comisarías_por_ha_urbana,Parques / estaciones de bomberos_por_ha_urbana,Paradas de autobús_por_ha_urbana,Marquesinas_por_ha_urbana,Unidades urbanas de uso comercial_por_ha_urbana,Es_Madrid,Delitos_totales_por_10000_hab_robust_score,Indice_criminal_ponderado_por_10000_hab_robust_score,Indice_Criminal,Indice_Ocio,Indice_Movilidad,Indice_Urbano,Indice_Servicios,Indice_Socioeconomico,Indice_Criminal_Nivel,Indice_Socioeconomico_Nivel,Indice_Ocio_Nivel,Indice_Movilidad_Nivel,Indice_Urbano_Nivel,Indice_Servicios_Nivel,Percentil_criminal_anual,Ranking_criminal_anual
493,Coslada,2023,80146,45.33,13633,0.170102063733686,66513,0.829897936266314,18232,0.2274848401666958,14198,0.1771516981508746,29649,13406,33278,4.91,38993,7259,2236.9,726,31337,2187,0.0697897054599993,161,7,23,0.0004,2,5,7,1,1,45,33,12,4,2,0,6,145,70,20,14,144.3,145,0.1900393184796854,2472,0.0458,7600,94.83,763,618,145,0.0040999999999999,0.5787,0.0201,0.0169,3475.0,2351.0,1125.0,9954.0,6071.0,3890.0,433.5837097297432,1241.983380330896,293.3396551293889,140.3688268909241,48.65245926184713,90.57220572455267,2.008833878172335,0.873406033987972,2.495445811394206,0.6238614528485514,1.247722905697103,1.247722905697103,5.614753075636963,4.990891622788411,2.495445811394206,0.0,7.486337434182617,18.09198213260799,8.734060339879719,30.84371022883238,18.00464152920919,0.2605177993527508,0.0113268608414239,0.0016181229773462,0.0016181229773462,0.2346278317152103,0.1132686084142395,4.0,0,-0.4796255858666209,-0.4682336758271844,26.79,27.63,52.61,60.06,73.7,78.47,Bajo,Alto,Bajo,Medio,Alto,Alto,20.59,28
493,Coslada,2024,80688,45.74,13503,0.1673483045806068,67185,0.8326516954193932,19120,0.2369621257188182,14902,0.1846866944279199,29649,13406,33278,4.52,39069,7246,2420.0,810,31337,2187,0.0697897054599993,163,7,23,0.0004,2,5,7,1,1,45,33,12,4,2,0,6,145,70,20,14,145.2,145,0.1900393184796854,2440,0.0451,7600,94.19,763,618,145,0.0040999999999999,0.5795,0.02,0.0168,3677.0,2448.0,1230.0,10640.0,6358.0,4288.0,455.7059290105096,1318.659528058695,303.3908387864366,152.4390243902439,48.41983938132064,89.80269680745589,2.020126908586159,0.86753916319651,2.4786833234186,0.61967083085465,1.2393416617093,1.2393416617093,5.57703747769185,4.9573666468372,2.4786833234186,0.0,7.436049970255801,17.97045409478485,8.6753916319651,30.23993654570692,17.99524092801904,0.2637540453074433,0.0113268608414239,0.0016181229773462,0.0016181229773462,0.2346278317152103,0.1132686084142395,3.948220064724919,0,-0.2609621282851236,-0.2342997611559444,37.07,27.33,51.17,58.78,70.81,74.78,Bajo,Alto,Bajo,Medio,Medio,Alto,36.11,24
493,Coslada,2025,80365,46.21,13205,0.1643128227462204,67160,0.8356871772537796,19854,0.2470478442107883,14884,0.1852050021775649,29649,13406,33278,4.21,39059,7331,2875.4,900,31337,2187,0.0697897054599993,163,7,23,0.0004,2,5,7,1,1,45,33,12,4,2,0,6,145,70,20,14,144.7,145,0.1900393184796854,2415,0.0445,7600,94.57,763,618,145,0.0040999999999999,0.5798,0.02,0.0166,3625.0,2405.0,1221.0,10462.0,6270.0,4199.0,451.0670067815591,1301.810489641013,299.2596279474896,151.9318111118024,48.6020033596715,91.22130280594789,2.028246127045356,0.8710259441299073,2.488645554656878,0.6221613886642194,1.244322777328439,1.244322777328439,5.599452497977976,4.977291109313756,2.488645554656878,0.0,7.465936663970634,18.04268027126237,8.710259441299073,30.0503950724818,18.00535058794251,0.2637540453074433,0.0113268608414239,0.0016181229773462,0.0016181229773462,0.2346278317152103,0.1132686084142395,3.907766990291262,0,-0.3068147961915433,-0.2857050760067518,34.58,27.93,51.89,58.48,72.25,74.69,Bajo,Alto,Bajo,Medio,Medio,Alto,37.84,24
587,Fuenlabrada,2023,189287,42.46,37393,0.1975465827024571,151894,0.8024534172975429,32568,0.1720561898070126,20508,0.1083434150258602,67078,15833,47954,5.93,90115,16736,1957.7,668,70944,2085,0.0293893775372124,406,13,93,0.0008,1,7,8,1,1,106,75,31,5,2,0,7,240,137,32,22,340.7,325,0.2460257380772142,5007,0.0442,19143,101.13,1321,996,325,0.0079,0.6255,0.0277,0.009,6208.0,4147.0,2064.0,18240.0,10835.0,7424.0,327.9675836164132,963.616096192554,219.0853043262348,109.0407687796838,47.60760115591668,88.41600321205365,2.144891091305795,0.6867877878565353,0.528298298351181,0.3698088088458267,0.528298298351181,0.528298298351181,5.599961962522519,2.641491491755905,1.056596596702362,0.0,3.698088088458267,12.67915916042834,7.23768668741118,26.45189579844363,17.99912302482474,0.4076305220883534,0.0130522088353413,0.001004016064257,0.001004016064257,0.2409638554216867,0.1375502008032128,5.02710843373494,0,-1.523570907047981,-1.31751406385683,7.79,30.78,47.21,57.28,43.24,70.81,Muy bajo,Alto,Bajo,Medio,Medio,Medio,8.82,32
587,Fuenlabrada,2024,190496,42.93,36616,0.1922140097429867,153880,0.8077859902570133,34691,0.1821088106836889,21715,0.1139918948429363,67078,15833,47954,5.47,90925,16811,2114.4,750,70944,2085,0.0293893775372124,412,13,94,0.0008,1,7,8,1,1,106,75,31,5,2,0,7,240,137,32,22,342.9,325,0.2460257380772142,4948,0.0436,19248,101.04,1321,996,325,0.0079,0.6265999999999999,0.0276,0.0089,6214.0,4195.0,2018.0,18594.0,10986.0,7602.0,326.2010750881908,976.0834873173188,220.2145976818411,105.933982865782,47.73066101125482,88.24857214849656,2.162775071392575,0.6824290273811523,0.5249454056778096,0.3674617839744667,0.5249454056778096,0.5249454056778096,5.56442130018478,2.624727028389048,1.049890811355619,0.0,3.674617839744667,12.59868973626743,7.191752057785989,25.97429867293802,18.00037796069209,0.4136546184738956,0.0130522088353413,0.001004016064257,0.001004016064257,0.2409638554216867,0.1375502008032128,4.967871485943775,0,-1.541031671618023,-1.27947686848406,7.17,31.68,45.77,55.93,40.36,68.92,Muy bajo,Alto,Bajo,Medio,Medio,Medio,8.33,34
587,Fuenlabrada,2025,189814,43.44,35509,0.1870726079214389,154305,0.8129273920785611,36611,0.1928782913799825,21876,0.1152496654619786,67078,15833,47954,5.07,91484,16762,2565.1,830,70944,2085,0.0293893775372124,412,13,96,0.0008,1,7,8,1,1,106,75,31,5,2,0,7,240,137,32,22,341.7,318,0.2407267221801666,4896,0.043,19189,101.09,1321,1003,318,0.0079,0.6274000000000001,0.0276,0.0089,6088.0,4117.0,1972.0,17966.0,10724.0,7249.0,320.7350353503957,946.5055264627476,216.8965408241752,103.8911776792017,48.19665567344875,88.30750102732149,2.170545902831193,0.6848809887574151,0.5268315298133963,0.3687820708693774,0.5268315298133963,0.5268315298133963,5.584414216022,2.634157649066982,1.053663059626793,0.0,3.687820708693774,12.64395671552151,7.217591958443529,25.79367169966388,18.00183337372375,0.4107676969092722,0.0129611166500498,0.0009970089730807,0.0009970089730807,0.2392821535393818,0.1365902293120638,4.88135593220339,0,-1.595059847235254,-1.369717293645559,5.3,32.58,46.67,55.56,41.8,67.03,Muy bajo,Alto,Bajo,Medio,Medio,Medio,5.41,36
611,Galapagar,2023,35298,41.5,7618,0.2158195931780837,27680,0.7841804068219163,5155,0.1460422686837781,5816,0.1647685421270327,11941,18906,56419,4.58,15940,3514,1955.2,691,15295,867,0.0566851912389669,202,4,174,0.0084,0,1,1,1,0,19,10,9,0,2,0,2,90,46,15,11,63.5,212,0.2169907881269191,534,0.0257,4528,128.28,977,765,212,0.0481,0.6958,0.0115,0.0038,2057.0,1349.0,707.0,6515.0,3713.0,2797.0,582.7525638846394,1845.713638166468,382.1746274576463,200.2946342568984,45.1583659130829,99.5523825712505,5.722703835911384,1.133208680378492,0.0,0.2833021700946229,2.833021700946229,0.0,5.382741231797836,0.0,5.666043401892458,0.0,5.666043401892458,25.49719530851606,13.03189982435265,15.12833588305286,17.98968780100856,0.2640522875816994,0.0052287581699346,0.0013071895424836,0.0,0.1176470588235294,0.0601307189542483,0.6980392156862745,0,0.9948095509977138,1.373707877135681,88.78,92.49,58.56,38.06,33.33,56.13,Muy alto,Medio,Muy alto,Medio,Bajo,Bajo,88.24,5
611,Galapagar,2024,36112,41.9,7570,0.2096256092157731,28542,0.7903743907842269,5530,0.1531346920691183,6070,0.1680881701373505,11941,18906,56419,4.45,16464,3514,2177.5,755,15295,867,0.0566851912389669,205,4,174,0.0083,0,1,1,1,0,19,10,9,0,2,0,2,90,46,15,11,65.0,207,0.2118730808597748,531,0.0254,4617,127.85,977,770,207,0.0476999999999999,0.6958,0.0115,0.0037,1914.0,1288.0,627.0,5810.0,3466.0,2351.0,530.0177226406735,1608.883473637572,356.6681435533894,173.6264953478068,45.59149313247674,97.3083739477182,5.676783340717767,1.107665042091271,0.0,0.2769162605228179,2.769162605228179,0.0,5.26140894993354,0.0,5.538325210456358,0.0,5.538325210456358,24.92246344705361,12.73814798404962,14.70425343376163,17.99955693398316,0.2662337662337662,0.0051948051948051,0.0012987012987012,0.0,0.1168831168831169,0.0597402597402597,0.6896103896103896,0,0.4735606394365487,0.651154525901107,76.01,90.54,56.94,36.86,31.71,54.86,Alto,Medio,Muy alto,Medio,Bajo,Bajo,83.33,7
611,Galapagar,2025,36805,42.26,7580,0.2059502784947697,29225,0.7940497215052302,5927,0.161037902458905,6139,0.1667979894036137,11941,18906,56419,4.19,16864,3502,2503.8,836,15295,867,0.0566851912389669,205,4,175,0.0083,0,1,1,1,0,19,10,9,0,2,0,2,90,46,15,11,66.2,204,0.2088024564994882,519,0.0245,4693,127.51,977,774,204,0.047,0.6956,0.0113,0.0036,1979.0,1333.0,646.0,6127.0,3593.0,2534.0,537.6986822442603,1664.71946746366,362.1790517592718,175.5196304849885,45.81986143187067,95.15011547344112,5.569895394647467,1.086808857492189,0.0,0.2717022143730471,2.717022143730471,0.0,5.162342073087895,0.0,5.434044287460942,0.0,5.434044287460942,24.45319929357424,12.49830186116017,14.10134492596115,17.98668659149572,0.2648578811369509,0.0051679586563307,0.0012919896640826,0.0,0.1162790697674419,0.0594315245478036,0.6705426356589147,0,0.5494818281359278,0.82150649326475,78.2,89.34,55.68,35.29,30.81,53.69,Alto,Medio,Muy alto,Medio,Bajo,Bajo,86.49,6
650,Getafe,2023,187525,43.09,38442,0.2049966671110519,149083,0.7950033328889481,36582,0.1950779896013865,25295,0.1348886815091321,70627,19736,68623,4.93,80998,14570,2183.3,714,79835,2885,0.0361370326297989,373,15,55,0.0005,1,9,10,1,1,105,67,38,8,5,0,13,335,132,43,28,337.5,872,0.3896336014298481,4430,0.0363,13800,73.59,2238,1366,872,0.0154,0.647,0.0131,0.0096,9307.0,6300.0,3005.0,26665.0,16237.0,10415.0,496.3071590454606,1421.943740834555,335.955205972537,160.2453006265831,43.19317424343421,77.69630715904546,1.9890681242501,0.7998933475536595,0.5332622317024397,0.4799360085321957,0.5332622317024397,0.5332622317024397,5.599253432875616,4.266097853619518,2.666311158512198,0.0,6.932409012131716,17.86428476203173,7.039061458472204,23.62351686441808,17.99760031995734,0.2730600292825769,0.0109809663250366,0.0007320644216691,0.0007320644216691,0.2452415812591508,0.0966325036603221,3.243045387994143,0,0.1403540881770671,0.0808136207026271,57.63,25.52,61.08,44.29,51.35,38.74,Medio,Bajo,Bajo,Alto,Medio,Medio,52.94,17
650,Getafe,2024,191560,43.22,38730,0.2021820839423679,152830,0.7978179160576321,37299,0.1947118396324911,27691,0.1445552307371059,70627,19736,68623,4.66,83682,14705,2383.3,805,79835,2885,0.0361370326297989,379,15,54,0.0004,1,9,10,1,1,105,67,38,8,5,0,13,335,132,43,28,344.8,865,0.386333184457347,4405,0.0357,13800,72.04,2239,1373,865,0.0151,0.6469,0.013,0.0095,9164.0,6164.0,2998.0,26175.0,15947.0,10212.0,478.3879724368344,1366.412612236375,321.7790770515765,156.504489455001,43.68448527876384,76.76446022134057,1.978492378367091,0.7830444769262894,0.522029651284193,0.4698266861557737,0.522029651284193,0.522029651284193,5.481311338484026,4.176237210273544,2.610148256420965,0.0,6.786385466694508,17.48799331802046,6.890791396951347,22.9954061390687,17.99958237627897,0.2760378732702112,0.010924981791697,0.0007283321194464,0.0007283321194464,0.2439912600145666,0.0961398397669337,3.20830298616169,0,-0.0367651805165983,-0.0886082227786222,49.53,19.52,59.64,41.44,46.31,38.92,Medio,Bajo,Muy bajo,Medio,Medio,Medio,50.0,19
650,Getafe,2025,195628,43.34,39107,0.1999049215858671,156521,0.800095078414133,38119,0.1948545198028912,29605,0.1513331424949394,70627,19736,68623,4.47,85734,14840,2809.0,895,79835,2885,0.0361370326297989,379,15,49,0.0004,1,9,10,1,1,105,67,38,8,5,0,13,335,132,43,28,352.1,871,0.3890129522108084,4383,0.0353,13800,70.54,2239,1368,871,0.0151,0.645,0.0129,0.0093999999999999,9434.0,6388.0,3046.0,26500.0,16369.0,10131.0,482.2418058764594,1354.611814259717,326.5381233770217,155.7036824994377,43.82501482405382,75.85826159854417,1.937350481526162,0.7667614042979533,0.5111742695319688,0.460056842578772,0.5111742695319688,0.5111742695319688,5.367329830085673,4.08939415625575,2.555871347659844,0.0,6.645265503915596,17.12433802932096,6.747500357821989,22.40476823358619,17.99844603022062,0.277046783625731,0.0109649122807017,0.0007309941520467,0.0007309941520467,0.2448830409356725,0.0964912280701754,3.203947368421053,0,0.0013274056817597,-0.1246116860293339,48.6,13.21,58.74,39.64,43.24,37.3,Medio,Bajo,Muy bajo,Medio,Bajo,Medio,51.35,19
730,Humanes de Madrid,2023,19834,38.03,5169,0.2606130886356761,14665,0.7393869113643239,2105,0.1061308863567611,2613,0.1317434708077039,6578,13463,42930,5.87,8627,3761,1583.0,615,7317,301,0.041137078037447,81,3,54,0.0040999999999999,0,1,1,1,0,15,10,5,0,1,0,1,44,28,8,7,35.7,95,0.2761627906976744,570,0.0431,2761,139.21,344,249,95,0.0455,0.5464,0.1687,0.0076,,,,,,,,,,,43.49601694060704,189.6238781889685,4.083896339618836,1.512554199858828,0.0,0.5041847332862761,5.041847332862761,0.0,7.562770999294141,0.0,5.041847332862761,0.0,5.041847332862761,22.18412826459615,14.11717253201573,28.73852979731774,17.99939497832005,0.3253012048192771,0.0120481927710843,0.0040160642570281,0.0,0.176706827309237,0.1124497991967871,2.289156626506024,0,,,,95.5,46.03,66.82,67.03,81.98,,Muy alto,Muy alto,Medio,Alto,Alto,,
730,Humanes de Madrid,2024,20054,38.64,5090,0.2538147003091653,14964,0.7461852996908347,2278,0.1135932980951431,2695,0.1343871546823576,6578,13463,42930,5.89,8794,3745,2004.0,680,7317,301,0.041137078037447,82,3,54,0.0040999999999999,0,1,1,1,0,15,10,5,0,1,0,1,44,28,8,7,36.1,94,0.2732558139534884,599,0.0452,2787,138.97,344,250,94,0.0452,0.5455,0.1684,0.0078,,,,,,,,,,,43.85160067816894,186.7457863767827,4.088959808517004,1.495960905555002,0.0,0.4986536351850005,4.986536351850005,0.0,7.479804527775008,0.0,4.986536351850005,0.0,4.986536351850005,21.94075994814002,13.96230178518001,29.86935274758153,18.00139623017852,0.328,0.012,0.004,0.0,0.176,0.112,2.396,0,,,,95.5,44.95,69.3,65.59,83.6,,Muy alto,Muy alto,Medio,Alto,Alto,,
730,Humanes de Madrid,2025,20549,39.06,5113,0.2488198939121125,15436,0.7511801060878874,2422,0.1178646162830308,2793,0.1359190228234951,6578,13463,42930,5.37,8972,3737,2284.0,750,7317,301,0.041137078037447,82,3,54,0.0040999999999999,0,1,1,1,0,15,10,5,0,1,0,1,44,28,8,7,37.0,94,0.2732558139534884,588,0.0441,2846,138.5,344,250,94,0.0452,0.5484,0.1675,0.0078,2156.0,1445.0,711.0,6019.0,3611.0,2408.0,1049.19947442698,2929.096306389605,703.197235875225,346.0022385517544,43.66149204340844,181.8579979561049,3.990461822959755,1.459925057180398,0.0,0.4866416857267994,4.866416857267994,0.0,7.299625285901991,0.0,4.866416857267994,0.0,4.866416857267994,21.41223417197917,13.62596720035038,28.6145311207358,18.00574237189158,0.328,0.012,0.004,0.0,0.176,0.112,2.352,0,5.605327733776607,4.679037581023847,100.0,94.29,43.87,66.89,63.78,80.18,Muy alto,Muy alto,Muy alto,Medio,Alto,Alto,100.0,1
745,Leganés,2023,190974,44.88,35955,0.1882717019070659,155019,0.8117282980929341,42910,0.2246902719741954,23650,0.1238388471729136,72285,15424,47735,5.03,81898,14751,2181.9,679,77962,2545,0.0326441086683255,376,14,51,0.0004,3,9,12,1,0,107,80,27,7,3,0,10,297,197,28,22,343.8,761,0.3855116514690983,5797,0.0507,22000,115.2,1974,1213,761,0.019,0.6779000000000001,0.0168,0.0139,9207.0,6032.0,3175.0,26891.0,15771.0,11120.0,482.1075120173426,1408.097437347492,315.8545142270676,166.2529977902751,42.88437169457622,77.24088095761726,1.96885439902814,0.7330840847445201,1.570894467309686,0.4712683401929058,0.5236314891032288,0.0,5.602856933404547,3.665420423722601,1.570894467309686,0.0,5.236314891032287,15.55185522636589,10.31554033533361,30.35491742331417,18.002450595369,0.3099752679307502,0.0115416323165704,0.0008244023083264,0.0,0.2448474855729596,0.1624072547403133,4.779060181368508,0,0.0,0.0385694538470672,57.01,14.11,58.38,73.05,48.47,53.7,Medio,Medio,Muy bajo,Medio,Alto,Medio,47.06,19
745,Leganés,2024,193934,45.09,35846,0.1848360782534264,158088,0.8151639217465736,43609,0.2248651603122712,26132,0.1347468726473955,72285,15424,47735,4.72,84103,14784,2392.9,797,77962,2545,0.0326441086683255,382,14,51,0.0004,3,9,12,1,0,107,80,27,7,3,0,10,297,197,28,22,349.1,765,0.3875379939209727,5759,0.0503,22000,113.44,1974,1209,765,0.0188,0.6788,0.0168,0.0138,9262.0,6131.0,3130.0,26694.0,15895.0,10792.0,477.5851578372024,1376.447657450473,316.1384801014779,161.3951138016026,43.3668155145565,76.23212020584323,1.969742283457259,0.7218950777068487,1.546918023657533,0.4640754070972599,0.5156393412191776,0.0,5.517340951045201,3.609475388534244,1.546918023657533,0.0,5.156393412191776,15.31448843420958,10.1580950220178,29.69566966081244,18.00096940196149,0.3159636062861869,0.0115798180314309,0.0008271298593879,0.0,0.2456575682382134,0.162944582299421,4.763440860215054,0,-0.0447004700969291,-0.0579919557855212,51.71,14.41,57.3,71.92,45.41,52.25,Medio,Medio,Muy bajo,Medio,Alto,Medio,52.78,18
745,Leganés,2025,195946,45.33,35660,0.1819889153134027,160286,0.8180110846865973,44465,0.2269247649862717,27921,0.1424933400018372,72285,15424,47735,4.53,85277,14837,2868.2,858,77962,2545,0.0326441086683255,382,14,50,0.0004,3,9,12,1,0,107,80,27,7,3,0,10,297,197,28,22,352.7,763,0.3865248226950355,5741,0.0501,22000,112.28,1974,1211,763,0.0187,0.679,0.0169,0.0138,9166.0,6132.0,3034.0,25838.0,15582.0,10256.0,467.7819399222235,1318.628601757627,312.9433619466588,154.8385779755647,43.52066385636859,75.71984118073347,1.949516703581599,0.714482561522052,1.531034060404397,0.4593102181213191,0.5103446868014657,0.0,5.460688148775684,3.57241280761026,1.531034060404397,0.0,5.103446868014657,15.15723719800353,10.05379032998887,29.29888846927215,17.9998571034877,0.3154417836498761,0.0115606936416185,0.0008257638315441,0.0,0.245251857968621,0.1626754748142031,4.740710156895128,0,-0.1415987739021831,-0.2343941152789612,41.43,12.31,56.4,71.24,43.78,51.17,Medio,Medio,Muy bajo,Medio,Alto,Medio,43.24,22
796,Madrid,2023,3340176,44.35,569247,0.1704242530932502,2770929,0.8295757469067498,674176,0.2018384659970014,566241,0.1695243005159009,1322855,18055,51977,4.48,1494001,430872,3761.8,960,1533221,96921,0.0632139789371525,11983,300,7829,0.0035,55,128,183,18,13,1665,652,1013,241,39,12,292,5553,0,503,246,6400.0,10088,0.4212460330716553,98082,0.0435,247003,73.95,23948,13859,10088,0.006,0.6705,0.0053,0.014,254765.0,171577.0,83188.0,733395.0,441800.0,291595.0,762.7292693558662,2195.677712791182,513.6765248298293,249.0527445260369,44.72821192655717,128.9967953784471,3.587535507111003,0.8981562648195784,1.646619818835894,0.3832133396563535,0.5388937588917471,0.3892010480884839,4.98476726974866,7.215188660717279,1.167603144265452,0.3592625059278314,8.742054310910563,16.62487246181039,0.0,29.3643209220113,19.16066698281767,0.8646366981744714,0.0216465834475791,0.0012987950068547,0.0009380186160617,0.4006782596146908,0.0,7.07713399235154,1,2.773759854445831,2.441425392912438,98.76,73.88,63.42,56.83,45.77,60.9,Muy alto,Alto,Alto,Alto,Medio,Medio,100.0,1
796,Madrid,2024,3422416,44.33,574787,0.1679477304921436,2847629,0.8320522695078565,688616,0.2012075679870594,619086,0.1808915105586229,1322855,18055,51977,4.28,1544690,435078,4211.9,1070,1533221,96921,0.0632139789371525,12163,309,8212,0.0036,55,128,183,18,13,1665,652,1013,241,39,12,292,5553,0,503,246,6400.0,10010,0.4181810586121903,97365,0.043,249159,72.8,23937,13927,10010,0.0058,0.6701,0.0052,0.0139,243666.0,162451.0,81215.0,710238.0,423750.0,286484.0,711.9707247745453,2075.253271373205,474.6676032370115,237.3031215375337,45.13448978733152,127.1259835157386,3.553922141551466,0.9028709543199892,1.60705186044011,0.3740047966115165,0.5259442452349451,0.3798486215585715,4.864984268423242,7.04180906120121,1.139545864675714,0.3506294968232967,8.531984422700221,16.22537996549806,0.0,28.44920079850024,18.70023983057583,0.873339556257629,0.0221871185467078,0.0012924535075752,0.0009334386443598,0.3987219070869534,0.0,6.991096431392259,1,2.272045323950874,2.074018293862375,97.2,74.18,62.88,54.13,42.88,59.82,Muy alto,Medio,Alto,Alto,Medio,Medio,100.0,1
796,Madrid,2025,3477497,44.35,577380,0.1660332129689832,2900117,0.8339667870310169,701954,0.2018561051238865,655402,0.1884694652504373,1322855,18055,51977,4.0,1581565,438985,4987.9,1258,1533221,96921,0.0632139789371525,12151,315,9134,0.004,55,128,183,18,13,1665,652,1013,241,39,12,292,5553,0,503,246,6400.0,9710,0.4103105852524826,96659,0.0424,249159,71.65,23665,13955,9710,0.0061,0.6690999999999999,0.0052,0.014,235840.0,155708.0,80132.0,696744.0,411577.0,285170.0,678.1889387683153,2003.579010995552,447.7588334368082,230.4301053315071,45.47998172248603,126.2359104838912,3.494179865575729,0.9058239302578838,1.581597338545512,0.3680808351524099,0.5176136744330765,0.3738320982016663,4.787926488505957,6.930271974353968,1.121496294604999,0.3450757829553843,8.396844051914352,15.96838185626041,0.0,27.79556675390374,18.40404175762049,0.8707273378717305,0.022572554639914,0.0012898602651379,0.000931565747044,0.3979218917950555,0.0,6.926477964887138,1,1.938134786420728,1.855344810540896,96.26,75.68,62.52,53.0,40.18,59.1,Muy alto,Medio,Alto,Alto,Medio,Medio,97.3,2
800,Majadahonda,2023,72833,42.06,16597,0.2278774731234468,56236,0.7721225268765533,13215,0.181442477997611,8521,0.116993670451581,23827,21952,76576,2.73,31900,10444,3703.7,1192,25577,684,0.0267427767134534,141,7,13,0.0003,2,2,4,1,0,43,21,22,0,1,0,1,179,98,35,30,131.1,336,0.3154929577464789,1534,0.0351,8432,115.77,1065,729,336,0.0213,0.5911,0.006,0.0113,4790.0,3358.0,1432.0,13347.0,8407.0,4940.0,657.6689138165392,1832.548432715939,461.0547416692983,196.6141721472409,43.79882745458789,143.3965372839235,1.935935633572694,0.9611027968091388,2.746007990883254,0.2746007990883254,1.373003995441627,0.0,5.903917180398994,0.0,1.373003995441627,0.0,1.373003995441627,24.57677151840512,13.45543915532794,21.06188129007456,18.00008238023972,0.1934156378600823,0.0096021947873799,0.0013717421124828,0.0,0.2455418381344307,0.1344307270233196,2.104252400548697,0,1.735307956586569,1.333541695868637,90.97,24.77,68.74,37.09,48.65,41.71,Muy alto,Medio,Bajo,Alto,Bajo,Medio,85.29,6
800,Majadahonda,2024,73547,42.4,16408,0.2230954355718112,57139,0.7769045644281888,13717,0.1865065876242403,8968,0.1219356329965872,23827,21952,76576,2.7,32626,10689,3861.3,1315,25577,684,0.0267427767134534,143,7,13,0.0003,2,2,4,1,0,43,21,22,0,1,0,1,179,98,35,30,132.4,333,0.3126760563380282,1538,0.0351,8503,115.61,1065,732,333,0.0207,0.5918,0.006,0.0113,4883.0,3401.0,1482.0,13577.0,8502.0,5075.0,663.9291881381973,1846.030429521258,462.4253878472269,201.5038002909704,44.36074890886101,145.3356357159367,1.944334915088311,0.951772336057215,2.719349531592043,0.2719349531592044,1.359674765796022,0.0,5.846601492922893,0.0,1.359674765796022,0.0,1.359674765796022,24.33817830774879,13.32481270480101,20.91179789794281,18.00209389913933,0.1953551912568306,0.0095628415300546,0.0013661202185792,0.0,0.2445355191256831,0.133879781420765,2.101092896174863,0,1.797186614021838,1.374674386851625,93.15,25.67,68.02,36.64,47.57,43.61,Muy alto,Medio,Bajo,Alto,Bajo,Medio,97.22,2
